"module name","license","repository"
"@babel/plugin-transform-destructuring@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.13.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.13.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.12.10","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.13.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.12.13","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.12.11","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.4","MIT",""
"@babel/runtime@7.12.5","MIT","https://github.com/babel/babel"
"@babel/template@7.12.13","MIT","https://github.com/babel/babel"
"@babel/template@7.12.7","MIT","https://github.com/babel/babel"
"@babel/traverse@7.13.0","MIT","https://github.com/babel/babel"
"@babel/types@7.13.12","MIT","https://github.com/babel/babel"
"@discoveryjs/json-ext@0.5.2","MIT","https://github.com/discoveryjs/json-ext"
"@istanbuljs/schema@0.1.2","MIT","https://github.com/istanbuljs/schema"
"@jsdevtools/coverage-istanbul-loader@3.0.5","MIT","https://github.com/JS-DevTools/coverage-istanbul-loader"
"@ngtools/webpack@11.2.5","MIT","https://github.com/angular/angular-cli"
"@nodelib/fs.scandir@2.1.4","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.4","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.6","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/ci-detect@1.3.0","ISC","https://github.com/npm/ci-detect"
"@npmcli/git@2.0.6","ISC","https://github.com/npm/git"
"@npmcli/installed-package-contents@1.0.7","ISC","https://github.com/npm/installed-package-contents"
"@npmcli/move-file@1.0.1","MIT","https://github.com/npm/move-file"
"@npmcli/node-gyp@1.0.2","ISC",""
"@npmcli/promise-spawn@1.3.2","ISC","https://github.com/npm/promise-spawn"
"@npmcli/run-script@1.8.4","ISC","https://github.com/npm/run-script"
"@schematics/angular@11.2.5","MIT","https://github.com/angular/angular-cli"
"@schematics/update@0.1102.5","MIT","https://github.com/angular/angular-cli"
"@sentry/angular@6.2.3","MIT","https://github.com/getsentry/sentry-javascript"
"@sentry/browser@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/core@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/hub@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/minimal@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/tracing@6.2.3","MIT","https://github.com/getsentry/sentry-javascript"
"@sentry/types@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/utils@6.2.3","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@swimlane/ngx-charts@16.0.0","MIT","https://github.com/swimlane/ngx-charts"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@types/chart.js@2.9.32","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/component-emitter@1.2.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookie@0.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cors@2.8.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasmine@3.6.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@12.19.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@0.0.32","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/selenium-webdriver@3.0.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/source-list-map@0.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-sources@0.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.9.0","MIT",""
"@webassemblyjs/helper-buffer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.9.0","ISC",""
"@webassemblyjs/helper-module-context@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.9.0","MIT",""
"@webassemblyjs/leb128@1.9.0","MIT",""
"@webassemblyjs/utf8@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"@yarnpkg/lockfile@1.1.0","BSD-2-Clause","https://github.com/yarnpkg/yarn/blob/master/packages/lockfile"
"@zxing/browser@0.0.5","MIT","https://github.com/zxing-js/browser"
"@zxing/library@0.18.3","MIT","https://github.com/zxing-js/library"
"@zxing/ngx-scanner@3.1.1","MIT",""
"@zxing/text-encoding@0.9.0","(Unlicense OR Apache-2.0)","https://github.com/zxing-js/text-encoding"
"abab@2.0.5","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn@6.4.2","MIT","https://github.com/acornjs/acorn"
"adjust-sourcemap-loader@3.0.0","MIT","https://github.com/bholloway/adjust-sourcemap-loader"
"adm-zip@0.4.16","MIT","https://github.com/cthackers/adm-zip"
"agent-base@4.3.0","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"agentkeepalive@4.1.4","MIT","https://github.com/node-modules/agentkeepalive"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-colors@4.1.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@4.3.1","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"anymatch@3.1.1","ISC","https://github.com/micromatch/anymatch"
"app-root-path@3.0.0","MIT","https://github.com/inxilpro/node-app-root-path"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"aria-query@3.0.0","Apache-2.0","https://github.com/A11yance/aria-query"
"arity-n@1.0.4","MIT","https://github.com/stoeffel/arityN"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asn1.js@5.4.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@2.6.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@10.2.4","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.11.0","MIT","https://github.com/mhart/aws4"
"axobject-query@2.0.2","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-loader@8.2.2","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-arraybuffer@0.1.4","MIT","https://github.com/niklasvh/base64-arraybuffer"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base64id@2.0.0","MIT","https://github.com/faeldt/base64id"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@2.1.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"blocking-proxy@1.0.1","MIT","https://github.com/angular/jasminewd"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.9","MIT","https://github.com/indutny/bn.js"
"bn.js@5.1.3","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.0","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.2.1","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.16.3","MIT","https://github.com/browserslist/browserslist"
"browserstack@1.6.0","MIT","https://github.com/scottgonzalez/node-browserstack"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"builtins@1.0.3","MIT","https://github.com/juliangruber/builtins"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@12.0.4","ISC","https://github.com/npm/cacache"
"cacache@15.0.5","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.2.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001204","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"canonical-path@1.0.0","MIT","https://github.com/petebacondarwin/node-canonical-path"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.0","MIT","https://github.com/chalk/chalk"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"chart.js@2.9.4","MIT","https://github.com/chartjs/Chart.js"
"chartjs-color-string@0.6.0","MIT","https://github.com/chartjs/chartjs-color-string"
"chartjs-color@2.4.1","MIT","https://github.com/chartjs/chartjs-color"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.4.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-dependency-plugin@5.2.2","ISC","https://github.com/aackerman/circular-dependency-plugin"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.6.0","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"coa@2.0.2","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"codelyzer@6.0.1","MIT","https://github.com/mgechev/codelyzer"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.5.4","MIT","https://github.com/Qix-/color-string"
"color@3.1.3","MIT","https://github.com/Qix-/color"
"colorette@1.2.2","MIT","https://github.com/jorgebucaran/colorette"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"compose-function@3.0.3","MIT","https://github.com/stoeffel/compose-function"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@0.3.5","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"cookie@0.4.1","MIT","https://github.com/jshttp/cookie"
"copy-anything@2.0.3","MIT","https://github.com/mesqueeb/copy-anything"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
